PID,A_AREA,A_SQ1,A_SQ2,A_AGE,A_SQ3,A_Q1,A_Q2,A_Q2_1,A_Q2_2,A_Q3,A_Q4,A_Q5,A_Q6,A_GUBUN,WT1
3102353,8,8,2,21,2,2,3,,,1,2,7,1,2,0.99
3102354,8,8,2,22,2,2,9,,,9,2,7,6,2,0.99
3102355,8,8,2,29,2,2,3,,,9,2,5,98,2,0.99
3102356,8,8,2,29,2,1,3,,,3,2,5,1,2,0.99
3102357,8,8,2,20,2,2,3,,,2,2,7,98,2,0.99
3102358,8,8,2,26,2,2,9,,,3,2,5,4,2,0.99
3102359,8,8,2,25,2,1,3,,,3,3,8,1,2,0.99
3102360,8,8,2,20,2,2,9,,,1,2,7,98,2,0.99
3102361,8,8,2,26,2,1,1,2.0,,3,2,5,1,2,0.99
3102362,8,8,2,21,2,2,9,,,2,3,7,1,2,0.99
3102363,8,8,2,20,2,2,9,,,9,2,7,98,2,0.99
3102364,8,8,2,26,2,2,9,,,9,2,3,1,2,0.99
3102365,8,8,2,28,2,2,3,,,3,2,2,1,2,0.99
3102366,8,8,2,29,2,1,1,1.0,,3,2,7,1,2,0.99
3102367,8,8,2,28,2,1,3,,,2,3,5,98,2,0.99
3102368,8,8,2,19,2,1,9,,,9,2,3,1,2,0.99
3102369,8,8,2,25,2,2,9,,,9,2,5,98,2,0.99
3102370,8,8,2,19,2,2,1,2.0,,3,2,7,1,2,0.99
3102371,8,8,2,27,2,2,1,1.0,,2,2,5,98,2,0.99
3102372,8,8,2,20,2,2,9,,,2,2,7,4,2,0.99
3102373,8,8,2,25,2,1,2,,1.0,9,2,7,98,2,0.99
3102374,8,8,2,22,2,2,9,,,9,2,5,98,2,0.99
3102375,8,8,2,24,2,1,1,1.0,,2,2,7,1,2,0.99
3102376,8,8,2,22,2,2,9,,,9,2,7,1,2,0.99
3102377,8,8,2,25,2,2,9,,,9,2,5,98,2,0.99
3102378,8,8,2,24,2,2,3,,,2,2,8,98,2,0.99
3102379,8,8,2,22,2,1,1,4.0,,3,2,7,1,2,0.99
3102380,8,8,2,27,2,1,1,1.0,,3,2,5,1,2,0.99
3102381,8,8,2,25,2,1,2,,3.0,2,2,7,98,2,0.99
3102382,8,8,2,28,2,2,9,,,9,2,3,98,2,0.99
3102383,8,8,2,28,2,2,1,4.0,,3,2,5,99,2,0.99
3102384,8,8,2,20,2,2,9,,,3,2,7,98,2,0.99
3102385,8,8,2,25,2,1,9,,,3,2,5,98,2,0.99
3102386,8,8,2,25,2,2,9,,,2,2,5,98,2,0.99
3102387,8,8,2,27,2,1,1,1.0,,3,2,5,1,2,0.99
3102388,8,8,2,26,2,1,9,,,9,3,5,98,2,0.99
3102389,8,8,2,28,2,2,9,,,3,2,4,5,2,0.99
3102390,8,8,2,23,2,2,3,,,9,2,3,99,2,0.99
3102391,8,8,2,21,2,2,9,,,9,2,7,98,2,0.99
3102392,8,8,2,27,2,2,9,,,9,2,5,98,2,0.99
3102393,8,8,2,25,2,2,3,,,9,3,7,98,2,0.99
3102394,8,8,2,28,2,1,3,,,3,2,7,99,2,0.99
3102395,8,8,2,20,2,2,9,,,2,2,7,4,2,0.99
3102396,8,8,2,28,2,1,3,,,3,2,5,3,2,0.99
3102397,8,8,2,19,2,2,9,,,9,2,7,98,2,0.99
3102398,8,8,2,23,2,2,9,,,9,2,5,99,2,0.99
3102399,8,8,2,27,2,2,2,,1.0,2,2,5,98,2,0.99
3102400,8,8,2,23,2,1,1,1.0,,3,3,7,1,2,0.99
3102401,8,8,2,26,2,1,2,,2.0,2,2,5,98,2,0.99
3102402,8,8,2,26,2,2,1,1.0,,9,2,5,98,2,0.99
3102403,8,8,2,21,2,2,9,,,3,2,7,3,2,0.99
3102404,8,8,2,25,2,2,9,,,2,2,7,1,2,0.99
3102405,8,8,2,29,2,1,3,,,3,2,5,1,2,0.99
3102406,8,8,2,19,2,2,3,,,2,2,7,98,2,0.99
3102407,8,8,2,19,2,2,9,,,9,2,8,99,2,0.99
3102408,8,8,2,25,2,2,3,,,2,2,5,1,2,0.99
3102409,8,8,2,24,2,2,1,4.0,,3,2,7,4,2,0.99
3102410,8,8,2,23,2,1,1,1.0,,3,2,5,98,2,0.99
3102411,8,8,2,25,2,2,9,,,2,2,7,98,2,0.99
3102412,8,8,2,21,2,2,3,,,2,2,5,1,1,0.99
3102413,8,8,2,26,2,2,3,,,2,2,5,98,1,0.99
3102414,8,8,2,23,2,1,1,1.0,,3,2,8,1,1,0.99
3102415,8,8,2,23,2,2,3,,,9,2,7,98,1,0.99
3102416,8,8,2,20,2,2,9,,,2,2,7,98,1,0.99
3102417,8,8,2,21,2,1,1,3.0,,2,2,7,1,1,0.99
3102418,8,8,2,25,2,1,1,2.0,,3,2,8,98,1,0.99
3102419,8,8,2,21,2,1,9,,,2,2,7,98,1,0.99
3102420,8,8,2,29,2,1,2,,1.0,2,2,5,5,1,0.99
3102421,8,8,2,20,2,2,3,,,2,2,7,98,1,0.99
3102422,8,8,2,20,2,2,9,,,9,2,5,98,1,0.99
3102423,8,8,2,22,2,1,3,,,2,2,7,98,1,0.99
3103001,8,8,1,30,3,1,1,1.0,,3,1,5,1,2,1.0
3103002,8,8,1,39,3,1,1,3.0,,2,1,2,1,2,1.0
3103003,8,8,1,38,3,1,1,4.0,,3,1,5,1,2,1.0
3103004,8,8,1,37,3,1,2,,2.0,3,1,3,2,2,1.0
3103005,8,8,1,37,3,1,1,1.0,,3,1,5,1,2,1.0
3103006,8,8,1,39,3,1,1,2.0,,3,1,8,1,2,1.0
3103007,8,8,1,38,3,1,2,,2.0,2,1,5,98,2,1.0
3103008,8,8,1,37,3,1,1,4.0,,3,1,2,1,2,1.0
3103009,8,8,1,36,3,1,1,1.0,,3,1,5,5,2,1.0
3103010,8,8,1,32,3,1,1,2.0,,3,1,4,1,2,1.0
3103011,8,8,1,38,3,1,2,,2.0,2,1,5,2,2,1.0
3103012,8,8,1,38,3,2,2,,1.0,1,1,2,98,2,1.0
3103013,8,8,1,39,3,1,3,,,3,1,5,1,2,1.0
3103014,8,8,1,34,3,2,2,,2.0,1,1,3,98,2,1.0
3103015,8,8,1,37,3,1,2,,2.0,2,1,2,98,2,1.0
3103016,8,8,1,32,3,1,3,,,3,1,2,98,2,1.0
3103017,8,8,1,31,3,1,1,4.0,,3,1,5,1,2,1.0
3103018,8,8,1,38,3,1,1,4.0,,3,1,5,1,2,1.0
3103020,8,8,1,38,3,1,3,,,9,1,4,1,2,1.0
3103021,8,8,1,34,3,1,1,1.0,,3,1,2,1,2,1.0
3103022,8,8,1,39,3,1,2,,1.0,3,1,4,1,2,1.0
3103024,8,8,1,30,3,1,1,2.0,,3,1,5,1,2,1.0
3103025,8,8,1,30,3,1,2,,3.0,2,1,5,1,2,1.0
3103026,8,8,1,37,3,1,2,,2.0,9,1,5,3,2,1.0
3103027,8,8,1,33,3,1,1,4.0,,3,1,5,98,2,1.0
3103028,8,8,1,34,3,1,2,,2.0,2,1,4,98,2,1.0
3103029,8,8,1,36,3,1,1,1.0,,2,1,5,2,2,1.0
3103030,8,8,1,32,3,1,2,,2.0,1,1,3,98,2,1.0
3103031,8,8,1,38,3,1,1,2.0,,3,1,5,4,2,1.0
3103032,8,8,1,36,3,2,9,,,2,1,4,1,2,1.0
3103033,8,8,1,31,3,1,3,,,2,1,5,98,2,1.0
3103034,8,8,1,34,3,1,1,4.0,,3,1,5,1,2,1.0
3103035,8,8,1,38,3,1,1,2.0,,3,1,5,1,2,1.0
3103037,8,8,1,39,3,1,9,,,2,1,2,2,1,1.0
3103038,8,8,1,38,3,1,1,4.0,,3,1,4,3,1,1.0
3103039,8,8,1,35,3,2,3,,,3,3,5,98,2,1.0
3103040,8,8,1,33,3,1,2,,2.0,1,3,5,4,2,1.0
3103041,8,8,1,34,3,1,1,3.0,,3,3,5,5,2,1.0
3103042,8,8,1,31,3,1,1,1.0,,3,3,4,1,2,1.0
3103043,8,8,1,37,3,1,3,,,3,3,2,98,2,1.0
3103044,8,8,1,39,3,1,1,4.0,,3,3,5,1,2,1.0
3103045,8,8,1,37,3,1,3,,,2,3,3,1,2,1.0
3103046,8,8,1,38,3,2,9,,,9,3,2,2,2,1.0
3103048,8,8,1,38,3,1,3,,,2,3,5,2,2,1.0
3103049,8,8,1,30,3,2,1,4.0,,3,3,5,98,2,1.0
3103050,8,8,1,33,3,1,2,,2.0,2,3,2,1,2,1.0
3103051,8,8,1,30,3,2,3,,,2,3,5,1,2,1.0
3103052,8,8,1,38,3,1,1,1.0,,3,3,3,1,2,1.0
3103053,8,8,1,30,3,1,1,4.0,,3,3,3,1,2,1.0
3103054,8,8,1,39,3,1,2,,2.0,2,3,5,98,2,1.0
3103055,8,8,1,39,3,1,2,,4.0,1,3,5,4,2,1.0
3103056,8,8,1,37,3,1,3,,,1,3,3,98,2,1.0
3103057,8,8,1,33,3,2,1,3.0,,3,3,3,1,2,1.0
3103058,8,8,1,37,3,1,1,2.0,,3,3,3,5,2,1.0
3103059,8,8,1,39,3,1,2,,1.0,2,3,2,4,2,1.0
3103060,8,8,1,35,3,1,1,2.0,,2,3,5,1,2,1.0
3103061,8,8,1,39,3,1,2,,2.0,3,3,5,4,2,1.0
3103062,8,8,1,32,3,1,3,,,3,3,4,98,2,1.0
3103063,8,8,1,36,3,1,2,,2.0,2,3,3,99,2,1.0
3103064,8,8,1,34,3,2,1,1.0,,2,3,4,1,2,1.0
3103065,8,8,1,39,3,1,2,,3.0,3,3,5,5,2,1.0
3103066,8,8,1,38,3,1,1,4.0,,2,3,5,2,2,1.0
3103067,8,8,1,35,3,1,2,,2.0,2,3,5,1,2,1.0
3103068,8,8,1,30,3,1,3,,,3,3,5,98,2,1.0
3103070,8,8,1,33,3,1,2,,3.0,3,3,3,5,2,1.0
3103071,8,8,1,32,3,2,3,,,2,3,5,98,2,1.0
3103072,8,8,1,37,3,1,1,4.0,,3,3,4,98,2,1.0
3103073,8,8,1,31,3,2,9,,,1,3,5,4,2,1.0
3103074,8,8,1,33,3,2,2,,4.0,1,3,5,98,2,1.0
3103075,8,8,1,37,3,1,1,1.0,,3,3,4,98,2,1.0
3103076,8,8,1,33,3,1,1,3.0,,3,3,5,1,2,1.0
3103077,8,8,1,32,3,1,1,3.0,,3,3,5,1,2,1.0
3103078,8,8,1,31,3,1,3,,,1,3,5,98,2,1.0
3103079,8,8,1,35,3,1,1,1.0,,3,3,5,98,2,1.0
3103080,8,8,1,36,3,1,2,,2.0,2,3,5,98,2,1.0
3103081,8,8,1,36,3,2,3,,,9,3,4,1,2,1.0
3103082,8,8,1,32,3,1,1,3.0,,3,3,5,1,2,1.0
3103086,8,8,1,32,3,2,9,,,9,3,8,3,2,1.0
3103087,8,8,1,35,3,2,9,,,9,3,5,99,2,1.0
3103088,8,8,1,37,3,1,2,,2.0,3,3,5,98,2,1.0
3103089,8,8,1,38,3,1,2,,2.0,2,3,2,1,2,1.0
3103090,8,8,1,38,3,1,1,4.0,,3,3,5,98,2,1.0
3103091,8,8,1,31,3,1,1,4.0,,3,3,5,1,2,1.0
3103092,8,8,1,34,3,2,1,2.0,,3,3,5,1,2,1.0
3103093,8,8,1,31,3,2,1,1.0,,3,3,5,1,2,1.0
3103094,8,8,1,30,3,1,2,,3.0,2,3,2,98,2,1.0
3103095,8,8,1,37,3,1,2,,2.0,2,3,5,98,2,1.0
3103096,8,8,1,36,3,1,2,,2.0,2,3,5,3,2,1.0
3103097,8,8,1,38,3,1,1,1.0,,3,3,4,1,2,1.0
3103098,8,8,1,38,3,1,1,1.0,,3,3,2,6,2,1.0
3103099,8,8,1,30,3,2,2,,3.0,2,3,4,4,2,1.0
3103100,8,8,1,35,3,2,9,,,3,3,8,1,2,1.0
3103101,8,8,1,31,3,1,2,,2.0,1,3,5,98,2,1.0
3103102,8,8,1,37,3,1,2,,3.0,1,3,5,2,2,1.0
3103104,8,8,1,39,3,1,1,1.0,,3,3,2,1,2,1.0
3103105,8,8,1,38,3,1,2,,1.0,2,3,2,98,2,1.0
3103106,8,8,1,35,3,2,9,,,9,3,4,1,2,1.0
3103107,8,8,1,31,3,1,1,1.0,,3,3,4,1,2,1.0
3103108,8,8,1,33,3,2,2,,4.0,2,3,3,5,2,1.0
3103109,8,8,1,39,3,1,1,4.0,,3,3,5,1,2,1.0
3103110,8,8,1,38,3,1,3,,,3,3,5,98,2,1.0
3103112,8,8,1,30,3,1,1,1.0,,3,3,5,98,2,1.0
3103113,8,8,1,35,3,1,1,4.0,,3,3,5,1,2,1.0
3103114,8,8,1,30,3,2,9,,,2,3,2,1,2,1.0
3103115,8,8,1,33,3,1,3,,,2,3,5,1,2,1.0
3103116,8,8,1,37,3,1,3,,,3,3,5,1,2,1.0
3103117,8,8,1,31,3,2,3,,,3,3,5,1,2,1.0
3103118,8,8,1,34,3,1,1,1.0,,3,3,5,98,2,1.0
3103121,8,8,1,37,3,1,3,,,3,3,4,1,2,1.0
3103122,8,8,1,38,3,1,1,4.0,,3,3,5,1,2,1.0
3103123,8,8,1,38,3,1,1,2.0,,3,3,5,1,2,1.0
3103124,8,8,1,34,3,1,1,2.0,,3,3,5,5,2,1.0
3103125,8,8,1,38,3,1,2,,4.0,1,3,3,98,2,1.0
3103126,8,8,1,30,3,1,3,,,2,3,3,98,2,1.0
3103127,8,8,1,35,3,1,2,,4.0,3,3,2,1,2,1.0
3103128,8,8,1,33,3,2,9,,,9,3,3,98,2,1.0
3103129,8,8,1,38,3,1,1,3.0,,3,3,5,98,2,1.0
3103130,8,8,1,33,3,2,9,,,9,3,3,98,2,1.0
3103131,8,8,1,30,3,1,2,,1.0,2,3,5,1,2,1.0
3103132,8,8,1,38,3,1,1,2.0,,3,3,3,1,2,1.0
3103133,8,8,1,38,3,1,1,3.0,,3,3,4,1,2,1.0
3103134,8,8,1,39,3,1,3,,,3,3,5,98,2,1.0
3103135,8,8,1,39,3,1,3,,,3,3,3,5,2,1.0
3103136,8,8,1,33,3,1,2,,5.0,2,3,2,1,2,1.0
3103137,8,8,1,33,3,1,3,,,3,3,5,1,1,1.0
3103138,8,8,1,30,3,1,1,1.0,,3,3,5,99,1,1.0
3103139,8,8,1,35,3,1,1,3.0,,3,3,2,3,1,1.0
3103140,8,8,1,38,3,1,1,3.0,,3,3,3,5,1,1.0
3103141,8,8,1,35,3,1,1,1.0,,3,2,2,1,2,1.0
3103142,8,8,1,35,3,1,1,2.0,,3,2,5,98,2,1.0
3103143,8,8,1,32,3,1,2,,5.0,3,2,5,1,2,1.0
3103144,8,8,1,37,3,1,1,2.0,,3,3,5,1,2,1.0
3103145,8,8,1,30,3,2,2,,4.0,2,2,5,1,2,1.0
3103146,8,8,1,38,3,1,2,,2.0,2,2,2,1,2,1.0
3103147,8,8,1,34,3,1,1,4.0,,3,2,3,98,2,1.0
3103148,8,8,1,37,3,1,3,,,2,2,5,98,2,1.0
3103149,8,8,1,34,3,1,2,,2.0,1,3,5,2,2,1.0
3103150,8,8,1,37,3,2,9,,,9,2,5,98,2,1.0
3103151,8,8,1,32,3,1,1,2.0,,3,2,2,1,2,1.0
3103152,8,8,1,36,3,1,1,4.0,,3,2,4,98,2,1.0
3103153,8,8,1,32,3,2,9,,,9,1,5,98,2,1.0
3103154,8,8,1,39,3,1,1,4.0,,3,2,3,1,2,1.0
3103155,8,8,1,36,3,2,1,4.0,,3,2,3,1,2,1.0
3103156,8,8,1,38,3,1,1,1.0,,3,2,5,1,2,1.0
3103157,8,8,1,37,3,1,2,,4.0,3,2,2,1,2,1.0
3103158,8,8,1,35,3,1,2,,3.0,2,2,2,1,2,1.0
3103159,8,8,1,30,3,2,3,,,9,2,4,1,2,1.0
3103160,8,8,1,36,3,1,1,1.0,,2,2,5,1,2,1.0
3103161,8,8,1,38,3,2,2,,2.0,1,2,5,98,2,1.0
3103162,8,8,1,35,3,1,2,,2.0,2,2,4,4,2,1.0
3103163,8,8,1,35,3,1,1,1.0,,3,2,2,1,2,1.0
3103164,8,8,1,37,3,1,2,,1.0,1,2,4,98,2,1.0
3103165,8,8,1,32,3,1,3,,,3,2,5,1,2,1.0
3103166,8,8,1,37,3,1,1,1.0,,3,2,2,1,2,1.0
3103167,8,8,1,37,3,2,2,,9.0,2,2,1,98,2,1.0
3103168,8,8,1,39,3,1,3,,,2,2,4,98,2,1.0
3103169,8,8,1,32,3,1,1,1.0,,3,3,2,98,2,1.0
3103170,8,8,1,36,3,2,9,,,2,2,3,1,2,1.0
3103171,8,8,1,30,3,1,3,,,3,3,5,1,2,1.0
3103172,8,8,1,35,3,1,3,,,3,2,3,1,2,1.0
3103173,8,8,1,39,3,1,2,,3.0,2,2,5,1,2,1.0
3103174,8,8,1,30,3,2,1,2.0,,2,2,4,98,2,1.0
3103175,8,8,1,37,3,1,3,,,3,2,5,98,2,1.0
3103176,8,8,1,38,3,2,9,,,3,2,3,1,2,1.0
3103177,8,8,1,36,3,1,2,,4.0,2,2,5,98,2,1.0
3103178,8,8,1,37,3,1,3,,,3,2,5,1,2,1.0
3103179,8,8,1,39,3,1,1,1.0,,3,2,4,1,2,1.0
3103180,8,8,1,39,3,1,3,,,2,2,5,1,2,1.0
3103181,8,8,1,38,3,2,2,,1.0,1,2,5,4,2,1.0
3103182,8,8,1,35,3,1,2,,2.0,2,2,4,1,2,1.0
3103183,8,8,1,38,3,2,1,1.0,,3,2,5,1,2,1.0
3103184,8,8,1,37,3,1,2,,3.0,3,2,5,98,2,1.0
3103185,8,8,1,35,3,2,2,,2.0,2,2,5,2,2,1.0
3103186,8,8,1,34,3,1,3,,,9,2,3,98,2,1.0
3103187,8,8,1,39,3,1,1,1.0,,2,2,5,4,2,1.0
3103188,8,8,1,30,3,2,3,,,9,3,2,98,2,1.0
3103189,8,8,1,35,3,1,1,1.0,,3,2,5,98,2,1.0
3103190,8,8,1,34,3,1,9,,,3,2,5,98,2,1.0
3103191,8,8,1,38,3,1,2,,1.0,2,2,3,2,2,1.0
3103192,8,8,1,37,3,1,1,1.0,,3,2,5,98,2,1.0
3103193,8,8,1,36,3,1,1,1.0,,3,2,3,98,2,1.0
3103194,8,8,1,30,3,1,1,4.0,,2,2,5,1,2,1.0
3103195,8,8,1,35,3,1,1,1.0,,9,2,5,98,2,1.0
3103196,8,8,1,37,3,1,2,,2.0,3,2,5,98,2,1.0
3103197,8,8,1,38,3,2,3,,,9,2,5,98,2,1.0
3103198,8,8,1,35,3,1,3,,,2,3,5,1,2,1.0
3103199,8,8,1,38,3,1,1,4.0,,3,2,5,1,2,1.0
3103200,8,8,1,32,3,1,9,,,2,3,5,98,2,1.0
3103201,8,8,1,36,3,2,9,,,9,2,3,1,2,1.0
3103202,8,8,1,35,3,1,1,1.0,,3,2,9,1,2,1.0
3103203,8,8,1,31,3,2,1,1.0,,3,2,5,1,2,1.0
3103204,8,8,1,30,3,2,3,,,2,2,2,98,2,1.0
3103205,8,8,1,32,3,2,2,,1.0,2,2,5,98,2,1.0
3103206,8,8,1,37,3,1,1,2.0,,3,2,5,98,2,1.0
3103207,8,8,1,32,3,1,1,1.0,,3,2,5,1,2,1.0
3103208,8,8,1,36,3,1,3,,,2,2,5,1,2,1.0
3103209,8,8,1,38,3,1,1,4.0,,3,3,3,98,2,1.0
3103210,8,8,1,35,3,2,1,1.0,,3,2,2,98,2,1.0
3103211,8,8,1,37,3,1,1,2.0,,3,2,5,98,2,1.0
3103212,8,8,1,37,3,1,2,,2.0,3,2,3,1,2,1.0
3103213,8,8,1,34,3,1,3,,,3,2,4,1,2,1.0
3103214,8,8,1,34,3,1,3,,,3,2,5,1,2,1.0
3103215,8,8,1,39,3,1,9,,,3,2,5,1,2,1.0
3103216,8,8,1,36,3,1,9,,,3,2,4,98,2,1.0
3103217,8,8,1,38,3,2,3,,,3,2,4,98,2,1.0
3103218,8,8,1,35,3,1,1,4.0,,3,2,5,4,2,1.0
3103219,8,8,1,39,3,1,3,,,1,2,3,98,2,1.0
3103220,8,8,1,39,3,2,3,,,2,2,4,98,2,1.0
3103221,8,8,1,35,3,1,2,,1.0,1,2,3,98,2,1.0
3103222,8,8,1,31,3,1,2,,2.0,2,2,5,1,2,1.0
3103223,8,8,1,39,3,1,2,,2.0,2,2,5,2,2,1.0
3103224,8,8,1,36,3,1,1,1.0,,3,2,5,5,2,1.0
3103225,8,8,1,37,3,2,3,,,3,2,5,98,2,1.0
3103226,8,8,1,37,3,1,3,,,3,2,5,98,2,1.0
3103227,8,8,1,33,3,1,2,,2.0,2,2,5,3,2,1.0
3103228,8,8,1,32,3,2,3,,,9,2,5,1,2,1.0
3103229,8,8,1,37,3,1,1,4.0,,3,2,5,1,2,1.0
3103230,8,8,1,30,3,1,3,,,2,2,5,98,2,1.0
3103231,8,8,1,31,3,2,3,,,1,2,7,1,2,1.0
3103232,8,8,1,39,3,1,2,,4.0,1,2,5,98,2,1.0
3103233,8,8,1,38,3,2,1,1.0,,9,2,4,98,2,1.0
3103234,8,8,1,30,3,1,2,,4.0,3,2,4,1,2,1.0
3103235,8,8,1,38,3,1,2,,3.0,2,2,1,98,2,1.0
3103236,8,8,1,33,3,2,1,1.0,,3,2,3,1,2,1.0
3103237,8,8,1,37,3,1,2,,2.0,3,2,2,98,2,1.0
3103238,8,8,1,36,3,1,3,,,2,2,5,3,2,1.0
3103239,8,8,1,35,3,2,1,1.0,,3,2,3,6,2,1.0
3103240,8,8,1,37,3,1,2,,2.0,1,2,4,1,2,1.0
3103241,8,8,1,30,3,2,3,,,3,2,7,98,2,1.0
3103242,8,8,1,36,3,1,1,1.0,,3,2,4,1,2,1.0
3103243,8,8,1,39,3,1,3,,,3,2,5,1,2,1.0
3103244,8,8,1,37,3,1,2,,4.0,2,2,5,1,2,1.0
3103245,8,8,1,39,3,1,3,,,2,2,4,1,2,1.0
3103246,8,8,1,39,3,2,3,,,2,2,3,98,2,1.0
3103247,8,8,1,38,3,1,1,4.0,,3,2,3,6,2,1.0
3103248,8,8,1,32,3,2,3,,,3,2,8,1,2,1.0
3103249,8,8,1,32,3,1,1,1.0,,1,2,5,1,2,1.0
3103250,8,8,1,34,3,1,3,,,3,2,5,4,2,1.0
3103251,8,8,1,34,3,1,9,,,2,2,5,98,2,1.0
3103252,8,8,1,38,3,1,3,,,2,2,3,98,2,1.0
3103253,8,8,1,30,3,2,9,,,9,2,5,98,2,1.0
3103254,8,8,1,38,3,1,3,,,2,2,5,5,2,1.0
3103255,8,8,1,30,3,1,3,,,3,2,3,98,2,1.0
3103256,8,8,1,38,3,2,1,1.0,,2,2,5,1,2,1.0
3103257,8,8,1,35,3,1,1,2.0,,2,2,5,98,2,1.0
3103258,8,8,1,32,3,1,9,,,3,2,5,1,2,1.0
3103259,8,8,1,36,3,1,9,,,3,2,5,98,2,1.0
3103260,8,8,1,35,3,1,3,,,2,3,2,98,2,1.0
3103261,8,8,1,31,3,1,3,,,3,2,2,5,2,1.0
3103262,8,8,1,31,3,1,3,,,2,2,5,98,2,1.0
3103263,8,8,1,36,3,2,3,,,9,2,4,98,2,1.0
3103264,8,8,1,38,3,1,1,2.0,,3,2,5,98,2,1.0
3103265,8,8,1,35,3,1,2,,2.0,2,2,2,2,2,1.0
3103266,8,8,1,33,3,1,3,,,2,2,4,98,2,1.0
3103267,8,8,1,38,3,1,1,1.0,,3,2,5,1,2,1.0
3103268,8,8,1,32,3,1,1,3.0,,3,2,3,98,2,1.0
3103269,8,8,1,37,3,1,3,,,9,2,8,5,2,1.0
3103270,8,8,1,35,3,1,1,2.0,,3,2,5,98,2,1.0
3103271,8,8,1,30,3,1,2,,2.0,2,2,7,98,2,1.0
3103272,8,8,1,30,3,1,1,3.0,,3,2,2,1,2,1.0
3103273,8,8,1,35,3,1,3,,,2,2,3,98,2,1.0
3103274,8,8,1,39,3,1,3,,,3,2,3,1,2,1.0
3103275,8,8,1,38,3,2,9,,,9,2,5,1,2,1.0
3103276,8,8,1,37,3,1,1,4.0,,2,2,5,1,2,1.0
3103277,8,8,1,37,3,1,1,3.0,,3,2,2,1,2,1.0
3103278,8,8,1,36,3,1,3,,,3,2,2,98,2,1.0
3103279,8,8,1,31,3,2,3,,,1,2,5,98,2,1.0
3103280,8,8,1,36,3,1,2,,3.0,2,2,4,98,2,1.0
3103281,8,8,1,38,3,1,1,2.0,,3,2,5,1,2,1.0
3103282,8,8,1,30,3,2,3,,,3,2,3,98,2,1.0
3103283,8,8,1,34,3,1,1,3.0,,3,2,5,1,2,1.0
3103284,8,8,1,36,3,1,1,1.0,,3,3,3,1,2,1.0
3103285,8,8,1,32,3,1,1,4.0,,3,2,5,98,2,1.0
3103286,8,8,1,36,3,1,3,,,3,2,2,1,2,1.0
3103287,8,8,1,34,3,1,1,4.0,,3,2,5,1,2,1.0
3103288,8,8,1,38,3,1,1,3.0,,3,2,5,98,2,1.0
3103289,8,8,1,30,3,1,2,,3.0,2,2,5,98,2,1.0
3103290,8,8,1,37,3,1,2,,2.0,2,2,4,1,2,1.0
3103291,8,8,1,34,3,1,2,,1.0,3,2,2,1,2,1.0
3103292,8,8,1,35,3,1,9,,,9,2,4,98,2,1.0
3103293,8,8,1,33,3,1,1,4.0,,3,2,5,1,2,1.0
3103294,8,8,1,37,3,1,2,,2.0,1,2,5,98,2,1.0
3103295,8,8,1,30,3,1,3,,,2,2,3,98,2,1.0
3103296,8,8,1,33,3,1,3,,,2,2,3,1,2,1.0
3103297,8,8,1,30,3,2,9,,,9,2,4,98,2,1.0
3103298,8,8,1,36,3,1,1,3.0,,3,2,5,1,2,1.0
3103299,8,8,1,30,3,2,9,,,9,2,3,98,2,1.0
3103300,8,8,1,34,3,2,1,4.0,,3,2,5,98,2,1.0
3103301,8,8,1,30,3,1,1,1.0,,3,2,2,1,2,1.0
3103302,8,8,1,37,3,1,3,,,2,2,4,98,2,1.0
3103303,8,8,1,39,3,1,3,,,3,2,5,1,2,1.0
3103304,8,8,1,39,3,1,1,1.0,,3,2,1,1,2,1.0
3103305,8,8,1,39,3,2,3,,,1,2,8,98,2,1.0
3103306,8,8,1,33,3,1,1,3.0,,3,2,3,1,2,1.0
3103307,8,8,1,33,3,1,2,,4.0,1,2,5,2,2,1.0
3103308,8,8,1,34,3,2,3,,,3,2,4,98,2,1.0
3103309,8,8,1,33,3,2,1,2.0,,2,2,5,98,2,1.0
3103310,8,8,1,37,3,1,1,3.0,,3,2,5,98,2,1.0
3103311,8,8,1,38,3,1,3,,,9,2,2,1,2,1.0
3103312,8,8,1,38,3,1,1,4.0,,3,2,2,1,2,1.0
3103313,8,8,1,39,3,1,3,,,3,2,5,98,2,1.0
3103314,8,8,1,39,3,1,1,1.0,,9,2,4,98,2,1.0
3103315,8,8,1,36,3,1,2,,2.0,2,2,5,98,2,1.0
3103316,8,8,1,36,3,1,3,,,3,2,5,98,2,1.0
3103317,8,8,1,35,3,1,2,,2.0,2,2,5,98,2,1.0
3103318,8,8,1,32,3,1,1,2.0,,3,2,5,1,2,1.0
3103319,8,8,1,31,3,2,9,,,9,2,3,99,2,1.0
3103320,8,8,1,36,3,1,1,1.0,,3,2,5,1,2,1.0
3103321,8,8,1,37,3,1,2,,2.0,3,2,5,1,2,1.0
3103322,8,8,1,36,3,2,3,,,3,2,4,1,2,1.0
3103323,8,8,1,30,3,2,1,1.0,,3,3,5,1,2,1.0
3103324,8,8,1,37,3,1,3,,,9,2,2,98,2,1.0
3103325,8,8,1,39,3,2,2,,2.0,1,2,5,2,2,1.0
3103326,8,8,1,31,3,1,1,4.0,,3,2,2,1,2,1.0
3103327,8,8,1,38,3,2,9,,,9,2,5,1,2,1.0
3103328,8,8,1,32,3,1,1,4.0,,3,3,4,1,2,1.0
3103329,8,8,1,34,3,1,3,,,2,2,5,1,2,1.0
